state,action,reward,next_state,reward_detail
472|226|42|118|33|345,419|66|498,7,118|33|345|419|66|498,[1 1 5]
91|480|161|256|133|233,400|420|359,1,480|161|256|133|233|359,[0 0 1]
189|454|41|361|459|273,260|90|329,2,41|361|459|273|90|329,[0 1 1]
71|429|12|441|357|294,116|218|266,1,429|12|441|357|294|116,[1 0 0]
374|347|200|371|370|413,167|397|396,1,347|200|371|370|413|397,[0 1 0]
454|247|19|341|426|265,200|270|204,1,247|19|341|426|265|270,[0 1 0]
68|12|63|441|334|11,250|104|218,1,12|63|441|334|11|250,[1 0 0]
425|310|408|247|292|243,109|135|104,1,310|408|247|292|243|104,[0 0 1]
330|347|189|55|198|349,413|113|299,1,347|189|55|198|349|413,[1 0 0]
60|236|456|38|440|382,421|92|128,7,38|440|382|421|92|128,[1 5 1]
209|372|326|374|139|408,348|290|10,5,372|326|374|139|408|348,[5 0 0]
331|176|150|347|368|239,191|423|245,2,150|347|368|239|191|423,[1 1 0]
20|479|211|398|415|130,464|244|495,6,211|398|415|130|464|244,[1 5 0]
480|476|270|403|448|39,151|318|121,10,270|403|448|39|318|121,[0 5 5]
440|29|434|5|124|402,7|295|407,1,29|434|5|124|402|295,[0 1 0]
84|460|61|287|294|31,329|488|115,5,460|61|287|294|31|329,[5 0 0]
363|111|10|126|49|310,281|408|38,0,363|111|10|126|49|310,[0 0 0]
264|38|353|127|422|61,411|185|315,0,264|38|353|127|422|61,[0 0 0]
24|87|426|225|292|103,257|210|112,1,87|426|225|292|103|210,[0 1 0]
488|67|302|111|90|408,86|164|118,1,67|302|111|90|408|164,[0 1 0]
83|41|299|9|137|154,31|138|454,0,83|41|299|9|137|154,[0 0 0]
194|250|467|21|9|369,128|75|98,6,467|21|9|369|75|98,[0 1 5]
451|90|393|135|408|412,259|178|336,5,90|393|135|408|412|336,[0 0 5]
122|93|335|344|197|17,469|443|40,6,335|344|197|17|443|40,[0 1 5]
215|234|84|469|162|277,393|36|395,2,84|469|162|277|393|395,[1 0 1]
131|94|255|438|92|64,123|286|379,2,255|438|92|64|123|286,[1 1 0]
327|106|72|95|209|277,118|241|88,6,72|95|209|277|118|241,[5 1 0]
189|161|31|202|70|146,430|101|45,6,31|202|70|146|101|45,[0 5 1]
104|461|364|123|339|446,222|344|39,1,461|364|123|339|446|344,[0 1 0]
417|441|138|154|213|139,50|429|369,1,441|138|154|213|139|429,[0 1 0]
170|253|263|161|412|271,18|304|309,5,253|263|161|412|271|18,[5 0 0]
443|196|396|493|264|249,108|30|159,5,196|396|493|264|249|30,[0 5 0]
58|94|375|32|168|45,141|157|34,1,94|375|32|168|45|34,[0 0 1]
14|327|6|222|25|302,250|77|167,6,6|222|25|302|77|167,[0 1 5]
464|437|469|169|168|134,270|97|277,5,437|469|169|168|134|277,[0 0 5]
348|249|206|482|450|376,448|9|437,6,206|482|450|376|9|437,[0 5 1]
97|342|451|183|263|67,177|259|463,3,183|263|67|177|259|463,[1 1 1]
175|269|307|425|175|52,221|326|305,0,175|269|307|425|175|52,[0 0 0]
309|293|75|262|177|454,152|2|215,2,75|262|177|454|152|2,[1 1 0]
269|56|287|378|196|155,271|348|216,6,287|378|196|155|348|216,[0 5 1]
350|144|302|386|62|386,30|3|85,6,302|386|62|386|3|85,[0 5 1]
147|337|258|443|87|445,205|206|109,0,147|337|258|443|87|445,[0 0 0]
417|471|45|96|365|451,341|314|206,0,417|471|45|96|365|451,[0 0 0]
490|351|183|231|401|179,222|267|337,11,231|401|179|222|267|337,[5 1 5]
327|38|283|2|475|306,493|154|9,0,327|38|283|2|475|306,[0 0 0]
57|130|314|104|411|115,410|255|189,2,314|104|411|115|410|255,[1 1 0]
317|312|1|186|234|93,22|158|421,0,317|312|1|186|234|93,[0 0 0]
110|97|324|246|108|41,391|457|72,5,97|324|246|108|41|391,[5 0 0]
206|447|250|168|217|162,34|89|241,3,168|217|162|34|89|241,[1 1 1]
2|218|172|51|338|183,53|20|377,2,172|51|338|183|53|20,[1 1 0]
65|110|6|52|267|486,489|311|380,5,110|6|52|267|486|489,[5 0 0]
21|353|356|126|207|457,354|384|290,6,356|126|207|457|354|384,[1 5 0]
23|390|24|82|405|312,84|305|101,2,24|82|405|312|305|101,[0 1 1]
464|161|451|236|266|418,251|277|399,1,161|451|236|266|418|399,[0 0 1]
387|405|29|372|374|239,382|459|146,6,29|372|374|239|382|146,[5 0 1]
73|356|328|214|445|158,336|10|43,1,356|328|214|445|158|10,[0 1 0]
462|279|184|63|168|324,171|436|202,1,279|184|63|168|324|436,[0 1 0]
70|349|203|209|484|364,107|17|236,7,209|484|364|107|17|236,[5 1 1]
213|148|195|11|174|432,496|470|3,10,195|11|174|432|496|3,[5 0 5]
47|42|187|89|61|472,97|450|203,2,187|89|61|472|97|203,[1 0 1]
40|446|469|108|354|331,44|489|109,0,40|446|469|108|354|331,[0 0 0]
490|270|332|26|405|301,363|383|441,0,490|270|332|26|405|301,[0 0 0]
420|465|319|152|273|167,137|377|292,0,420|465|319|152|273|167,[0 0 0]
203|372|146|62|125|479,121|355|411,6,146|62|125|479|355|411,[0 5 1]
256|473|377|70|141|375,374|185|245,6,377|70|141|375|374|185,[5 1 0]
344|344|300|417|377|158,463|424|146,2,300|417|377|158|463|424,[1 1 0]
117|369|30|320|499|271,213|261|460,2,30|320|499|271|213|460,[1 0 1]
267|232|121|103|434|104,406|416|242,1,232|121|103|434|104|242,[0 0 1]
267|16|392|483|419|298,199|307|353,6,392|483|419|298|307|353,[0 1 5]
331|439|359|89|60|105,479|359|117,2,359|89|60|105|479|117,[1 0 1]
141|221|157|317|78|495,492|447|115,11,317|78|495|492|447|115,[5 1 5]
124|30|382|443|65|208,210|4|158,0,124|30|382|443|65|208,[0 0 0]
253|47|129|376|34|210,99|473|272,2,129|376|34|210|99|473,[1 1 0]
216|249|358|31|6|356,294|435|71,1,249|358|31|6|356|71,[0 0 1]
492|358|360|443|212|246,344|373|158,2,360|443|212|246|373|158,[0 1 1]
168|49|46|8|393|354,461|18|459,5,49|46|8|393|354|461,[5 0 0]
54|114|362|139|327|26,434|190|367,0,54|114|362|139|327|26,[0 0 0]
498|365|190|179|135|366,314|142|130,1,365|190|179|135|366|130,[0 0 1]
23|58|495|376|395|312,79|114|308,1,58|495|376|395|312|114,[0 1 0]
153|156|400|320|328|436,155|163|29,1,156|400|320|328|436|29,[0 0 1]
358|98|380|221|370|247,153|372|214,1,98|380|221|370|247|153,[1 0 0]
238|39|331|241|217|479,3|122|115,6,331|241|217|479|122|115,[0 5 1]
429|290|232|179|479|271,187|119|341,2,232|179|479|271|187|119,[1 1 0]
77|11|406|490|117|118,327|2|357,1,11|406|490|117|118|357,[0 0 1]
243|358|238|127|497|242,453|276|114,7,127|497|242|453|276|114,[5 1 1]
215|280|195|416|163|289,344|141|293,7,416|163|289|344|141|293,[5 1 1]
484|174|53|302|45|189,401|176|257,1,174|53|302|45|189|401,[1 0 0]
232|63|491|193|451|386,392|311|472,2,491|193|451|386|392|311,[1 1 0]
494|465|396|356|444|376,483|104|6,10,396|356|444|376|483|104,[5 5 0]
60|479|339|421|95|12,485|450|247,3,421|95|12|485|450|247,[1 1 1]
104|318|450|11|111|129,300|288|242,0,104|318|450|11|111|129,[0 0 0]
191|314|278|352|4|287,145|158|222,7,352|4|287|145|158|222,[1 5 1]
225|294|470|276|378|397,483|489|171,15,276|378|397|483|489|171,[5 5 5]
42|222|125|169|245|220,137|389|384,2,125|169|245|220|389|384,[0 1 1]
202|86|237|20|364|343,248|112|258,5,86|237|20|364|343|258,[0 0 5]
407|163|51|445|327|127,145|220|444,0,407|163|51|445|327|127,[0 0 0]
165|212|418|328|355|67,154|401|325,1,212|418|328|355|67|154,[1 0 0]
103|247|355|228|301|320,117|302|42,0,103|247|355|228|301|320,[0 0 0]
404|379|428|97|289|390,295|448|460,5,379|428|97|289|390|448,[0 5 0]
89|362|113|404|311|458,289|472|176,7,404|311|458|289|472|176,[5 1 1]
172|269|50|133|373|129,404|42|141,0,172|269|50|133|373|129,[0 0 0]
444|347|143|434|20|26,152|57|396,1,347|143|434|20|26|396,[0 0 1]
294|435|428|117|139|329,381|406|194,1,435|428|117|139|329|381,[1 0 0]
230|117|161|168|97|371,305|229|8,6,161|168|97|371|305|229,[5 1 0]
305|173|241|7|454|107,133|196|405,2,241|7|454|107|133|196,[1 1 0]
374|109|276|108|204|123,414|52|229,5,109|276|108|204|123|229,[0 0 5]
58|441|361|27|362|366,419|469|153,7,27|362|366|419|469|153,[5 1 1]
391|130|333|346|425|299,436|276|132,1,130|333|346|425|299|276,[0 1 0]
305|339|248|304|171|320,411|352|363,5,339|248|304|171|320|363,[0 0 5]
377|389|297|186|72|287,219|96|116,6,297|186|72|287|96|116,[0 1 5]
233|40|234|265|108|102,1|345|71,5,40|234|265|108|102|71,[0 0 5]
5|11|110|140|334|277,88|65|264,1,11|110|140|334|277|88,[1 0 0]
250|446|213|492|453|41,201|0|52,1,446|213|492|453|41|52,[0 0 1]
398|117|437|158|240|315,88|233|189,5,117|437|158|240|315|88,[5 0 0]
219|55|199|27|84|321,158|295|213,7,27|84|321|158|295|213,[5 1 1]
178|302|245|275|447|277,374|394|128,2,245|275|447|277|394|128,[0 1 1]
5|498|405|158|491|448,66|19|28,1,498|405|158|491|448|66,[1 0 0]
469|316|260|52|382|306,491|267|6,5,316|260|52|382|306|491,[5 0 0]
216|341|211|62|83|127,74|300|89,6,211|62|83|127|74|300,[5 1 0]
297|335|398|354|213|468,455|242|297,1,335|398|354|213|468|297,[0 0 1]
6|380|244|315|470|216,112|416|307,6,244|315|470|216|416|307,[0 1 5]
279|363|128|284|145|164,482|455|155,7,284|145|164|482|455|155,[1 1 5]
287|161|484|396|407|398,395|162|215,6,484|396|407|398|395|215,[1 0 5]
269|381|89|262|220|492,477|395|97,2,89|262|220|492|477|395,[1 1 0]
210|19|192|209|46|46,159|361|76,7,209|46|46|159|361|76,[1 5 1]
262|91|434|184|315|247,286|444|96,1,91|434|184|315|247|444,[0 1 0]
187|295|405|192|70|385,209|63|51,2,405|192|70|385|209|63,[1 1 0]
28|186|314|301|115|127,47|337|252,5,186|314|301|115|127|252,[0 0 5]
282|104|305|353|232|285,382|203|264,5,104|305|353|232|285|264,[0 0 5]
53|205|459|382|284|120,74|91|389,1,205|459|382|284|120|389,[0 0 1]
60|67|467|211|306|323,160|254|34,2,467|211|306|323|254|34,[0 1 1]
230|232|39|388|138|476,241|400|126,6,39|388|138|476|241|126,[1 0 5]
218|208|116|259|418|367,346|114|360,0,218|208|116|259|418|367,[0 0 0]
418|275|41|111|209|229,16|476|162,1,275|41|111|209|229|16,[1 0 0]
156|434|81|461|48|71,125|34|138,1,434|81|461|48|71|125,[1 0 0]
345|399|58|28|166|174,88|128|298,7,28|166|174|88|128|298,[1 1 5]
291|324|196|36|434|264,294|402|443,1,324|196|36|434|264|443,[0 0 1]
396|214|56|281|123|176,214|31|231,1,214|56|281|123|176|31,[0 1 0]
383|431|424|347|115|162,164|120|230,6,424|347|115|162|120|230,[0 5 1]
469|447|476|426|304|424,3|468|37,6,476|426|304|424|468|37,[0 5 1]
113|275|160|43|326|466,108|104|374,1,275|160|43|326|466|108,[1 0 0]
277|196|369|64|472|122,148|33|369,0,277|196|369|64|472|122,[0 0 0]
269|295|132|190|17|55,385|284|261,1,295|132|190|17|55|284,[0 1 0]
428|386|365|243|41|453,366|111|361,6,365|243|41|453|111|361,[0 5 1]
231|312|149|19|259|348,206|218|71,6,149|19|259|348|206|218,[1 5 0]
246|384|325|312|231|384,162|331|141,6,325|312|231|384|162|141,[1 0 5]
174|332|303|400|498|307,454|338|180,7,400|498|307|454|338|180,[1 1 5]
213|307|126|150|365|114,49|417|320,2,126|150|365|114|49|320,[1 0 1]
4|459|68|184|375|76,302|360|203,6,68|184|375|76|302|360,[1 5 0]
280|367|78|227|200|12,150|104|136,2,78|227|200|12|150|104,[1 1 0]
71|357|316|441|375|198,62|131|22,6,316|441|375|198|62|22,[5 0 1]
274|0|71|31|226|279,358|10|307,7,31|226|279|358|10|307,[5 1 1]
101|454|378|471|81|209,408|205|400,2,378|471|81|209|408|400,[1 0 1]
231|307|51|173|206|472,425|402|11,1,307|51|173|206|472|11,[0 0 1]
51|28|248|271|373|276,211|351|255,5,28|248|271|373|276|255,[0 0 5]
201|27|57|151|442|476,208|52|330,6,57|151|442|476|208|52,[1 5 0]
390|121|489|179|366|333,10|446|178,1,121|489|179|366|333|178,[0 0 1]
192|353|444|51|49|313,493|195|390,2,444|51|49|313|493|195,[1 1 0]
237|329|480|133|53|490,448|464|397,5,329|480|133|53|490|464,[0 5 0]
93|67|406|376|255|378,125|319|335,0,93|67|406|376|255|378,[0 0 0]
224|320|428|180|28|268,451|190|93,6,428|180|28|268|451|93,[5 0 1]
397|88|33|407|199|404,115|236|42,5,88|33|407|199|404|115,[5 0 0]
116|17|34|376|1|421,71|405|264,1,17|34|376|1|421|264,[0 0 1]
360|298|232|456|427|438,159|406|313,1,298|232|456|427|438|313,[0 0 1]
475|331|28|277|365|190,275|447|12,6,28|277|365|190|447|12,[0 1 5]
437|489|184|494|171|32,92|28|50,2,184|494|171|32|92|28,[1 1 0]
213|459|409|233|132|497,203|369|60,1,459|409|233|132|497|60,[0 0 1]
340|432|117|371|95|375,364|51|347,6,117|371|95|375|364|51,[5 1 0]
464|237|385|168|59|7,469|163|6,0,464|237|385|168|59|7,[0 0 0]
431|474|481|196|107|317,274|320|497,1,474|481|196|107|317|320,[0 1 0]
429|368|469|330|203|39,349|91|64,6,469|330|203|39|91|64,[0 1 5]
17|36|195|230|38|229,177|47|342,2,195|230|38|229|177|342,[1 0 1]
67|60|236|281|2|301,254|45|273,5,60|236|281|2|301|254,[5 0 0]
91|74|387|262|10|168,354|379|225,1,74|387|262|10|168|354,[1 0 0]
201|1|34|1|363|279,128|458|308,6,34|1|363|279|128|458,[5 1 0]
113|368|444|340|338|77,188|358|241,2,444|340|338|77|188|241,[1 0 1]
313|476|472|140|243|310,164|120|450,5,476|472|140|243|310|120,[0 5 0]
420|184|25|446|49|354,152|288|326,5,184|25|446|49|354|152,[5 0 0]
429|301|23|313|448|247,264|472|259,5,301|23|313|448|247|259,[0 0 5]
254|323|124|439|43|453,26|322|489,6,124|439|43|453|26|322,[5 1 0]
476|424|174|60|297|261,404|55|486,0,476|424|174|60|297|261,[0 0 0]
35|130|426|213|486|47,139|39|134,0,35|130|426|213|486|47,[0 0 0]
244|361|116|454|437|302,46|187|335,5,361|116|454|437|302|335,[0 0 5]
441|206|427|475|345|308,368|131|37,5,206|427|475|345|308|368,[5 0 0]
64|134|316|400|167|25,496|79|73,5,134|316|400|167|25|79,[0 5 0]
343|198|400|56|340|426,416|144|271,6,400|56|340|426|416|271,[5 0 1]
372|107|171|280|149|448,226|6|353,5,107|171|280|149|448|6,[0 5 0]
85|467|487|383|426|493,190|456|221,3,383|426|493|190|456|221,[1 1 1]
64|237|374|495|280|274,315|167|138,5,237|374|495|280|274|315,[5 0 0]
420|216|274|155|486|289,178|171|215,5,216|274|155|486|289|178,[5 0 0]
279|230|336|191|485|208,445|431|330,0,279|230|336|191|485|208,[0 0 0]
301|92|184|35|266|481,483|361|206,6,184|35|266|481|483|361,[5 1 0]
9|277|304|334|325|97,381|220|420,1,277|304|334|325|97|220,[0 1 0]
222|211|405|382|128|42,433|273|141,2,405|382|128|42|273|141,[0 1 1]
301|38|456|209|463|380,257|291|129,1,38|456|209|463|380|129,[0 0 1]
439|146|184|6|374|467,306|43|24,10,184|6|374|467|306|24,[5 0 5]
154|131|395|353|39|89,15|154|418,6,395|353|39|89|154|418,[0 1 5]
55|37|71|7|404|102,42|382|297,6,71|7|404|102|42|382,[5 1 0]
374|430|211|287|355|320,49|85|95,6,211|287|355|320|85|95,[0 1 5]
446|287|426|6|486|398,193|313|112,1,287|426|6|486|398|313,[0 1 0]
244|373|258|170|244|345,378|408|110,0,244|373|258|170|244|345,[0 0 0]
104|466|317|312|389|359,344|77|278,6,317|312|389|359|344|77,[1 5 0]
405|199|117|261|499|365,413|109|369,11,261|499|365|413|109|369,[5 5 1]
400|390|50|153|391|372,466|416|259,6,50|153|391|372|416|259,[0 5 1]
316|201|154|484|179|227,151|151|437,11,484|179|227|151|151|437,[5 1 5]
58|357|363|330|339|52,433|163|154,7,330|339|52|433|163|154,[1 1 5]
414|248|489|334|216|38,69|138|73,6,489|334|216|38|138|73,[0 5 1]
396|80|297|178|409|499,183|130|68,6,297|178|409|499|183|68,[5 0 1]
358|144|33|381|287|288,128|394|2,1,144|33|381|287|288|2,[0 0 1]
36|346|69|178|201|114,270|64|172,6,69|178|201|114|270|64,[1 5 0]
145|474|268|391|487|414,20|66|452,11,391|487|414|20|66|452,[5 1 5]
482|359|58|303|290|138,352|355|245,0,482|359|58|303|290|138,[0 0 0]
150|39|258|77|464|373,142|148|53,5,39|258|77|464|373|53,[0 0 5]
175|451|214|494|380|436,19|307|325,6,214|494|380|436|19|307,[1 5 0]
283|228|171|365|113|4,225|389|239,7,365|113|4|225|389|239,[1 1 5]
290|72|217|497|29|159,197|40|497,1,72|217|497|29|159|40,[0 1 0]
311|160|499|408|136|311,65|140|232,1,160|499|408|136|311|140,[0 1 0]
221|25|234|472|21|393,65|462|67,6,234|472|21|393|65|67,[5 0 1]
208|311|168|312|376|203,278|358|432,6,168|312|376|203|278|358,[5 1 0]
223|203|204|83|56|213,432|305|65,1,203|204|83|56|213|65,[0 0 1]
186|414|250|131|168|428,333|484|273,1,414|250|131|168|428|333,[1 0 0]
293|146|188|442|310|428,260|44|16,3,442|310|428|260|44|16,[1 1 1]
99|126|428|439|371|231,26|333|357,2,428|439|371|231|26|357,[1 0 1]
112|236|45|334|132|241,85|314|400,6,45|334|132|241|314|400,[0 5 1]
291|90|230|377|170|315,148|427|14,11,377|170|315|148|427|14,[5 1 5]
475|223|19|370|350|336,467|342|145,1,223|19|370|350|336|342,[0 1 0]
301|473|324|205|114|415,212|222|63,0,301|473|324|205|114|415,[0 0 0]
119|152|349|328|325|42,363|99|101,7,328|325|42|363|99|101,[1 5 1]
498|486|226|374|223|315,444|239|457,2,226|374|223|315|444|457,[1 0 1]
91|18|250|259|338|30,444|20|224,0,91|18|250|259|338|30,[0 0 0]
393|23|473|389|292|443,160|52|448,1,23|473|389|292|443|52,[0 1 0]
195|143|152|313|13|232,440|262|41,2,152|313|13|232|440|41,[1 0 1]
91|494|262|325|153|13,195|7|62,7,325|153|13|195|7|62,[1 5 1]
400|99|141|232|3|337,366|348|488,0,400|99|141|232|3|337,[0 0 0]
77|402|141|442|407|334,158|5|441,1,402|141|442|407|334|5,[0 1 0]
424|2|191|374|151|77,174|152|192,5,2|191|374|151|77|174,[5 0 0]
196|233|308|195|215|117,52|399|343,0,196|233|308|195|215|117,[0 0 0]
344|69|176|176|132|356,464|320|203,0,344|69|176|176|132|356,[0 0 0]
231|494|480|360|47|261,182|183|438,6,480|360|47|261|182|183,[5 1 0]
25|187|234|203|192|337,471|419|58,1,187|234|203|192|337|471,[1 0 0]
260|240|166|296|479|447,120|229|120,1,240|166|296|479|447|120,[1 0 0]
367|2|150|281|380|408,257|360|357,1,2|150|281|380|408|360,[0 1 0]
325|283|82|228|455|267,457|50|0,3,228|455|267|457|50|0,[1 1 1]
276|260|331|243|127|455,194|52|429,6,331|243|127|455|52|429,[0 5 1]
434|108|249|38|0|45,337|455|64,1,108|249|38|0|45|337,[1 0 0]
392|94|444|362|127|211,180|214|435,11,362|127|211|180|214|435,[5 1 5]
374|474|328|218|132|141,466|145|108,0,374|474|328|218|132|141,[0 0 0]
21|176|207|186|103|413,105|42|151,2,207|186|103|413|42|151,[0 1 1]
259|300|274|432|44|468,126|378|138,6,274|432|44|468|126|378,[5 1 0]
123|397|104|284|470|482,420|230|238,1,397|104|284|470|482|230,[0 1 0]
191|80|236|467|400|348,442|260|158,7,467|400|348|442|260|158,[1 5 1]
130|273|156|389|464|296,472|427|85,7,389|464|296|472|427|85,[1 5 1]
86|328|299|46|117|429,213|378|414,5,328|299|46|117|429|414,[0 0 5]
178|249|19|379|348|480,77|237|459,2,19|379|348|480|77|237,[1 1 0]
322|21|302|146|280|351,152|113|121,7,146|280|351|152|113|121,[1 1 5]
274|478|490|36|253|268,85|265|88,2,490|36|253|268|265|88,[0 1 1]
474|244|62|186|305|183,472|87|346,7,186|305|183|472|87|346,[1 5 1]
209|385|48|350|454|41,324|321|142,10,48|350|454|41|321|142,[0 5 5]
369|98|213|227|182|359,280|145|354,5,98|213|227|182|359|145,[0 5 0]
424|137|72|378|193|415,33|317|221,0,424|137|72|378|193|415,[0 0 0]
266|131|409|101|279|60,279|384|389,0,266|131|409|101|279|60,[0 0 0]
158|423|252|83|409|24,365|220|369,1,423|252|83|409|24|220,[0 1 0]
111|419|85|440|52|34,44|242|68,2,85|440|52|34|44|242,[1 1 0]
105|63|134|475|386|456,204|488|153,1,63|134|475|386|456|488,[0 1 0]
214|414|1|275|67|362,156|82|322,6,1|275|67|362|156|322,[5 0 1]
371|322|196|312|138|447,156|451|362,2,196|312|138|447|451|362,[0 1 1]
25|222|109|6|204|22,298|298|255,1,222|109|6|204|22|255,[0 0 1]
26|350|401|471|412|84,425|308|210,6,401|471|412|84|308|210,[0 1 5]
172|86|231|205|275|95,98|151|182,10,231|205|275|95|151|182,[0 5 5]
420|156|201|349|242|235,279|374|482,0,420|156|201|349|242|235,[0 0 0]
56|438|405|170|354|388,78|452|259,10,405|170|354|388|78|259,[5 0 5]
268|285|495|121|375|187,157|91|368,2,495|121|375|187|91|368,[0 1 1]
436|277|408|178|358|261,254|271|54,6,408|178|358|261|254|271,[1 5 0]
42|94|244|177|332|214,3|113|88,2,244|177|332|214|3|88,[1 0 1]
494|218|363|184|476|303,247|366|220,15,184|476|303|247|366|220,[5 5 5]
272|17|354|448|432|89,198|496|425,2,354|448|432|89|198|425,[1 0 1]
156|93|146|234|236|80,209|348|386,5,93|146|234|236|80|386,[0 0 5]
65|208|96|453|387|359,137|397|224,5,208|96|453|387|359|137,[5 0 0]
215|124|126|248|230|204,48|116|99,10,126|248|230|204|48|116,[5 5 0]
193|65|229|39|461|433,79|342|20,2,229|39|461|433|342|20,[0 1 1]
437|92|492|305|316|270,341|267|482,0,437|92|492|305|316|270,[0 0 0]
138|40|387|104|475|318,258|369|438,5,40|387|104|475|318|438,[0 0 5]
422|482|222|470|110|450,22|212|137,5,482|222|470|110|450|22,[5 0 0]
265|231|327|106|103|274,120|300|415,1,231|327|106|103|274|300,[0 1 0]
265|246|177|292|112|320,39|309|363,2,177|292|112|320|39|309,[1 1 0]
58|241|359|225|436|331,193|386|105,5,241|359|225|436|331|193,[5 0 0]
24|400|107|112|173|491,252|103|252,2,107|112|173|491|103|252,[0 1 1]
144|355|464|209|494|324,305|485|392,0,144|355|464|209|494|324,[0 0 0]
245|93|414|72|471|325,470|389|206,1,93|414|72|471|325|470,[1 0 0]
287|434|124|373|10|20,472|211|372,2,124|373|10|20|472|211,[1 1 0]
310|199|109|164|139|182,439|368|116,10,109|164|139|182|368|116,[0 5 5]
265|52|281|291|261|313,90|363|394,3,291|261|313|90|363|394,[1 1 1]
168|315|173|323|360|408,74|161|115,5,315|173|323|360|408|115,[0 0 5]
380|334|423|387|480|339,142|439|94,1,334|423|387|480|339|439,[0 1 0]
134|215|185|274|243|204,134|335|495,1,215|185|274|243|204|134,[1 0 0]
358|37|283|373|131|276,305|68|495,6,283|373|131|276|305|68,[5 1 0]
348|68|189|310|16|229,230|180|274,6,189|310|16|229|230|274,[5 0 1]
62|321|210|53|388|100,302|374|102,2,210|53|388|100|302|374,[1 1 0]
443|199|419|15|449|448,428|294|436,2,419|15|449|448|294|436,[0 1 1]
398|160|250|116|469|215,200|102|264,2,250|116|469|215|200|102,[1 1 0]
252|119|133|70|32|252,254|267|440,7,70|32|252|254|267|440,[1 5 1]
485|340|442|390|456|349,136|461|385,1,340|442|390|456|349|385,[0 0 1]
451|260|456|107|222|90,158|318|239,0,451|260|456|107|222|90,[0 0 0]
142|192|430|487|44|117,46|281|490,6,430|487|44|117|281|490,[0 5 1]
430|432|347|218|324|15,260|438|445,10,347|218|324|15|260|438,[5 5 0]
323|22|59|439|263|395,466|321|18,2,59|439|263|395|466|18,[1 0 1]
87|352|68|412|261|471,407|484|332,2,68|412|261|471|484|332,[0 1 1]
324|134|179|95|233|244,408|106|409,1,134|179|95|233|244|408,[1 0 0]
46|275|263|304|425|482,401|339|138,2,263|304|425|482|401|138,[1 0 1]
479|154|313|54|12|130,367|241|75,1,154|313|54|12|130|75,[0 0 1]
350|368|58|92|448|473,193|148|276,1,368|58|92|448|473|276,[0 0 1]
164|189|276|281|202|37,178|333|208,3,281|202|37|178|333|208,[1 1 1]
497|423|472|324|88|289,7|94|309,6,472|324|88|289|7|94,[5 1 0]
190|81|358|263|240|228,323|302|462,6,358|263|240|228|323|462,[1 0 5]
499|168|431|350|239|216,217|218|385,11,350|239|216|217|218|385,[5 1 5]
271|257|253|108|187|243,42|238|298,0,271|257|253|108|187|243,[0 0 0]
127|338|2|468|334|269,157|400|96,1,338|2|468|334|269|400,[0 1 0]
198|391|104|50|283|85,156|435|377,0,198|391|104|50|283|85,[0 0 0]
143|163|235|22|179|364,24|271|444,1,163|235|22|179|364|444,[0 0 1]
4|449|129|458|446|213,223|383|271,7,458|446|213|223|383|271,[1 5 1]
58|392|457|116|326|135,76|405|200,1,392|457|116|326|135|200,[0 0 1]
246|194|461|228|73|22,361|367|418,1,194|461|228|73|22|418,[0 0 1]
426|17|316|402|103|415,296|31|79,1,17|316|402|103|415|79,[0 0 1]
329|311|134|202|227|19,0|372|488,6,134|202|227|19|0|488,[1 0 5]
400|355|171|394|397|135,272|203|349,1,355|171|394|397|135|272,[1 0 0]
199|67|143|89|109|225,110|425|491,7,89|109|225|110|425|491,[1 5 1]
469|437|238|160|292|287,115|267|451,2,238|160|292|287|115|267,[1 1 0]
392|319|248|130|355|480,74|76|12,5,319|248|130|355|480|76,[0 5 0]
282|261|129|330|196|348,191|387|8,6,129|330|196|348|191|8,[5 0 1]
355|255|221|133|150|81,322|307|393,2,221|133|150|81|322|307,[1 1 0]
64|293|244|140|110|442,60|320|350,1,293|244|140|110|442|320,[0 1 0]
78|352|57|239|120|365,116|314|271,0,78|352|57|239|120|365,[0 0 0]
92|32|438|40|271|127,164|184|457,0,92|32|438|40|271|127,[0 0 0]
78|452|228|319|253|127,498|394|0,2,228|319|253|127|394|0,[0 1 1]
354|360|280|10|295|449,425|438|355,5,360|280|10|295|449|355,[0 0 5]
7|357|496|222|178|51,469|0|144,1,357|496|222|178|51|0,[0 1 0]
362|397|420|357|328|343,378|327|95,6,420|357|328|343|327|95,[0 5 1]
338|438|171|499|490|188,125|388|418,2,171|499|490|188|125|388,[1 1 0]
7|321|433|177|194|320,372|76|310,10,433|177|194|320|372|310,[5 0 5]
442|406|431|431|56|311,168|436|235,2,431|431|56|311|168|235,[1 0 1]
461|276|238|490|491|110,276|268|143,2,238|490|491|110|276|268,[1 1 0]
90|213|471|254|354|421,281|38|304,1,213|471|254|354|421|304,[0 0 1]
14|368|149|291|299|148,483|333|154,1,368|149|291|299|148|154,[0 0 1]
453|462|135|376|353|134,198|279|479,1,462|135|376|353|134|198,[1 0 0]
290|349|304|308|356|77,133|195|28,10,304|308|356|77|195|28,[0 5 5]
223|301|313|183|468|239,135|181|123,5,301|313|183|468|239|181,[0 5 0]
490|356|178|213|188|470,227|399|458,0,490|356|178|213|188|470,[0 0 0]
258|21|344|103|355|346,486|429|129,0,258|21|344|103|355|346,[0 0 0]
360|239|416|27|452|32,254|57|216,10,416|27|452|32|57|216,[0 5 5]
